x_label;y_label;cl_x;cl_y;hl_x;hl_y;tube_id
23;46;42,87;90,75;;;TUBE.112
25;46;71,4499999999999;90,75;;;TUBE.113
27;46;100,03;90,75;;;TUBE.114
29;46;128,61;90,75;;;TUBE.115
31;46;157,19;90,75;;;TUBE.116
33;46;185,77;90,75;;;TUBE.117
35;46;214,35;90,75;;;TUBE.118
37;46;242,93;90,75;;;TUBE.119
20;47;0;99;;;TUBE.120
22;47;28,58;99;;;TUBE.121
24;47;57,16;99;;;TUBE.122
26;47;85,7399999999999;99;;;TUBE.123
28;47;114,32;99;;;TUBE.124
30;47;142,9;99;;;TUBE.125
32;47;171,48;99;;;TUBE.126
34;47;200,06;99;;;TUBE.127
36;47;228,64;99;;;TUBE.128
38;47;257,22;99;;;TUBE.129
21;48;14,29;107,25;;;TUBE.130
23;48;42,87;107,25;;;TUBE.131
25;48;71,4499999999999;107,25;;;TUBE.132
27;48;100,03;107,25;;;TUBE.133
29;48;128,61;107,25;;;TUBE.134
31;48;157,19;107,25;;;TUBE.135
33;48;185,77;107,25;;;TUBE.136
35;48;214,35;107,25;;;TUBE.137
37;48;242,93;107,25;;;TUBE.138
20;49;0;115,5;;;TUBE.139
22;49;28,58;115,5;;;TUBE.140
24;49;57,16;115,5;;;TUBE.141
26;49;85,7399999999999;115,5;;;TUBE.142
28;49;114,32;115,5;;;TUBE.143
30;49;142,9;115,5;;;TUBE.144
32;49;171,48;115,5;;;TUBE.145
34;49;200,06;115,5;;;TUBE.146
36;49;228,64;115,5;;;TUBE.147
21;50;14,29;123,75;;;TUBE.148
23;50;42,87;123,75;;;TUBE.149
25;50;71,4499999999999;123,75;;;TUBE.150
27;50;100,03;123,75;;;TUBE.151
29;50;128,61;123,75;;;TUBE.152
31;50;157,19;123,75;;;TUBE.153
33;50;185,77;123,75;;;TUBE.154
35;50;214,35;123,75;;;TUBE.155
37;50;242,93;123,75;;;TUBE.156
20;51;0;132;;;TUBE.157
22;51;28,58;132;;;TUBE.158
24;51;57,16;132;;;TUBE.159
26;51;85,7399999999999;132;;;TUBE.160
28;51;114,32;132;;;TUBE.161
30;51;142,9;132;;;TUBE.162
32;51;171,48;132;;;TUBE.163
34;51;200,06;132;;;TUBE.164
36;51;228,64;132;;;TUBE.165
21;52;14,29;140,25;;;TUBE.166
23;52;42,87;140,25;;;TUBE.167
25;52;71,4499999999999;140,25;;;TUBE.168
27;52;100,03;140,25;;;TUBE.169
29;52;128,61;140,25;;;TUBE.170
31;52;157,19;140,25;;;TUBE.171
33;52;185,77;140,25;;;TUBE.172
35;52;214,35;140,25;;;TUBE.173
37;52;242,93;140,25;;;TUBE.174
20;53;0;148,5;;;TUBE.175
22;53;28,58;148,5;;;TUBE.176
24;53;57,16;148,5;;;TUBE.177
26;53;85,7399999999999;148,5;;;TUBE.178
28;53;114,32;148,5;;;TUBE.179
30;53;142,9;148,5;;;TUBE.180
32;53;171,48;148,5;;;TUBE.181
34;53;200,06;148,5;;;TUBE.182
36;53;228,64;148,5;;;TUBE.183
21;54;14,29;156,75;;;TUBE.184
23;54;42,87;156,75;;;TUBE.185
25;54;71,4499999999999;156,75;;;TUBE.186
27;54;100,03;156,75;;;TUBE.187
29;54;128,61;156,75;;;TUBE.188
31;54;157,19;156,75;;;TUBE.189
33;54;185,77;156,75;;;TUBE.190
35;54;214,35;156,75;;;TUBE.191
20;55;0;165;;;TUBE.192
22;55;28,58;165;;;TUBE.193
24;55;57,16;165;;;TUBE.194
26;55;85,7399999999999;165;;;TUBE.195
28;55;114,32;165;;;TUBE.196
30;55;142,9;165;;;TUBE.197
32;55;171,48;165;;;TUBE.198
34;55;200,06;165;;;TUBE.199
21;56;14,29;173,25;;;TUBE.200
23;56;42,87;173,25;;;TUBE.201
25;56;71,4499999999999;173,25;;;TUBE.202
27;56;100,03;173,25;;;TUBE.203
29;56;128,61;173,25;;;TUBE.204
31;56;157,19;173,25;;;TUBE.205
33;56;185,77;173,25;;;TUBE.206
35;56;214,35;173,25;;;TUBE.207
20;57;0;181,5;;;TUBE.208
22;57;28,58;181,5;;;TUBE.209
24;57;57,16;181,5;;;TUBE.210
26;57;85,7399999999999;181,5;;;TUBE.211
28;57;114,32;181,5;;;TUBE.212
30;57;142,9;181,5;;;TUBE.213
32;57;171,48;181,5;;;TUBE.214
34;57;200,06;181,5;;;TUBE.215
21;58;14,29;189,75;;;TUBE.216
23;58;42,87;189,75;;;TUBE.217
25;58;71,4499999999999;189,75;;;TUBE.218
27;58;100,03;189,75;;;TUBE.219
29;58;128,61;189,75;;;TUBE.220
31;58;157,19;189,75;;;TUBE.221
33;58;185,77;189,75;;;TUBE.222
20;59;0;198;;;TUBE.223
22;59;28,58;198;;;TUBE.224
24;59;57,16;198;;;TUBE.225
26;59;85,7399999999999;198;;;TUBE.226
28;59;114,32;198;;;TUBE.227
30;59;142,9;198;;;TUBE.228
32;59;171,48;198;;;TUBE.229
21;60;14,29;206,25;;;TUBE.230
23;60;42,87;206,25;;;TUBE.231
25;60;71,4499999999999;206,25;;;TUBE.232
27;60;100,03;206,25;;;TUBE.233
29;60;128,61;206,25;;;TUBE.234
31;60;157,19;206,25;;;TUBE.235
33;60;185,77;206,25;;;TUBE.236
20;61;0;214,5;;;TUBE.237
22;61;28,58;214,5;;;TUBE.238
24;61;57,16;214,5;;;TUBE.239
26;61;85,7399999999999;214,5;;;TUBE.240
28;61;114,32;214,5;;;TUBE.241
30;61;142,9;214,5;;;TUBE.242
32;61;171,48;214,5;;;TUBE.243
21;62;14,29;222,75;;;TUBE.244
23;62;42,87;222,75;;;TUBE.245
25;62;71,4499999999999;222,75;;;TUBE.246
27;62;100,03;222,75;;;TUBE.247
29;62;128,61;222,75;;;TUBE.248
31;62;157,19;222,75;;;TUBE.249
20;63;0;231;;;TUBE.250
22;63;28,58;231;;;TUBE.251
24;63;57,16;231;;;TUBE.252
26;63;85,7399999999999;231;;;TUBE.253
28;63;114,32;231;;;TUBE.254
30;63;142,9;231;;;TUBE.255
21;64;14,29;239,25;;;TUBE.256
23;64;42,87;239,25;;;TUBE.257
25;64;71,4499999999999;239,25;;;TUBE.258
27;64;100,03;239,25;;;TUBE.259
29;64;128,61;239,25;;;TUBE.260
20;65;0;247,5;;;TUBE.261
22;65;28,58;247,5;;;TUBE.262
24;65;57,16;247,5;;;TUBE.263
26;65;85,7399999999999;247,5;;;TUBE.264
28;65;114,32;247,5;;;TUBE.265
21;66;14,29;255,750000000001;;;TUBE.266
23;66;42,87;255,750000000001;;;TUBE.267
25;66;71,4499999999999;255,750000000001;;;TUBE.268
27;66;100,03;255,750000000001;;;TUBE.269
20;67;0;264,000000000001;;;TUBE.270
22;67;28,58;264,000000000001;;;TUBE.271
24;67;57,16;264,000000000001;;;TUBE.272
26;67;85,7399999999999;264,000000000001;;;TUBE.273
21;68;14,29;272,250000000001;;;TUBE.274
23;68;42,87;272,250000000001;;;TUBE.275
20;69;0;280,500000000001;;;TUBE.276
21;34;14,29;-8,25;;;TUBE.277
23;34;42,87;-8,25;;;TUBE.278
25;34;71,4499999999999;-8,25;;;TUBE.279
27;34;100,03;-8,25;;;TUBE.280
29;34;128,61;-8,25;;;TUBE.281
31;34;157,19;-8,25;;;TUBE.282
33;34;185,77;-8,25;;;TUBE.283
35;34;214,35;-8,25;;;TUBE.284
37;34;242,93;-8,25;;;TUBE.285
39;34;271,510000000001;-8,25;;;TUBE.286
20;33;0;-16,5;;;TUBE.287
22;33;28,58;-16,5;;;TUBE.288
24;33;57,16;-16,5;;;TUBE.289
26;33;85,7399999999999;-16,5;;;TUBE.290
28;33;114,32;-16,5;;;TUBE.291
30;33;142,9;-16,5;;;TUBE.292
32;33;171,48;-16,5;;;TUBE.293
34;33;200,06;-16,5;;;TUBE.294
36;33;228,64;-16,5;;;TUBE.295
38;33;257,22;-16,5;;;TUBE.296
21;32;14,29;-24,75;;;TUBE.297
23;32;42,87;-24,75;;;TUBE.298
25;32;71,4499999999999;-24,75;;;TUBE.299
27;32;100,03;-24,75;;;TUBE.300
29;32;128,61;-24,75;;;TUBE.301
31;32;157,19;-24,75;;;TUBE.302
33;32;185,77;-24,75;;;TUBE.303
35;32;214,35;-24,75;;;TUBE.304
37;32;242,93;-24,75;;;TUBE.305
39;32;271,510000000001;-24,75;;;TUBE.306
20;31;0;-33,0000000000001;;;TUBE.307
22;31;28,58;-33,0000000000001;;;TUBE.308
24;31;57,16;-33,0000000000001;;;TUBE.309
26;31;85,7399999999999;-33,0000000000001;;;TUBE.310
28;31;114,32;-33,0000000000001;;;TUBE.311
30;31;142,9;-33,0000000000001;;;TUBE.312
32;31;171,48;-33,0000000000001;;;TUBE.313
34;31;200,06;-33,0000000000001;;;TUBE.314
36;31;228,64;-33,0000000000001;;;TUBE.315
38;31;257,22;-33,0000000000001;;;TUBE.316
21;30;14,29;-41,2500000000001;;;TUBE.317
23;30;42,87;-41,2500000000001;;;TUBE.318
25;30;71,4499999999999;-41,2500000000001;;;TUBE.319
27;30;100,03;-41,2500000000001;;;TUBE.320
29;30;128,61;-41,2500000000001;;;TUBE.321
31;30;157,19;-41,2500000000001;;;TUBE.322
33;30;185,77;-41,2500000000001;;;TUBE.323
35;30;214,35;-41,2500000000001;;;TUBE.324
37;30;242,93;-41,2500000000001;;;TUBE.325
39;30;271,510000000001;-41,2500000000001;;;TUBE.326
20;29;0;-49,5000000000001;;;TUBE.327
22;29;28,58;-49,5000000000001;;;TUBE.328
24;29;57,16;-49,5000000000001;;;TUBE.329
26;29;85,7399999999999;-49,5000000000001;;;TUBE.330
28;29;114,32;-49,5000000000001;;;TUBE.331
30;29;142,9;-49,5000000000001;;;TUBE.332
32;29;171,48;-49,5000000000001;;;TUBE.333
34;29;200,06;-49,5000000000001;;;TUBE.334
36;29;228,64;-49,5000000000001;;;TUBE.335
38;29;257,22;-49,5000000000001;;;TUBE.336
21;28;14,29;-57,7499999999999;;;TUBE.337
23;28;42,87;-57,7499999999999;;;TUBE.338
25;28;71,4499999999999;-57,7499999999999;;;TUBE.339
27;28;100,03;-57,7499999999999;;;TUBE.340
29;28;128,61;-57,7499999999999;;;TUBE.341
31;28;157,19;-57,7499999999999;;;TUBE.342
33;28;185,77;-57,7499999999999;;;TUBE.343
35;28;214,35;-57,7499999999999;;;TUBE.344
37;28;242,93;-57,7499999999999;;;TUBE.345
39;28;271,510000000001;-57,7499999999999;;;TUBE.346
20;27;0;-65,9999999999999;;;TUBE.347
22;27;28,58;-65,9999999999999;;;TUBE.348
24;27;57,16;-65,9999999999999;;;TUBE.349
26;27;85,7399999999999;-65,9999999999999;;;TUBE.350
28;27;114,32;-65,9999999999999;;;TUBE.351
30;27;142,9;-65,9999999999999;;;TUBE.352
32;27;171,48;-65,9999999999999;;;TUBE.353
34;27;200,06;-65,9999999999999;;;TUBE.354
36;27;228,64;-65,9999999999999;;;TUBE.355
38;27;257,22;-65,9999999999999;;;TUBE.356
21;26;14,29;-74,2499999999999;;;TUBE.357
23;26;42,87;-74,2499999999999;;;TUBE.358
25;26;71,4499999999999;-74,2499999999999;;;TUBE.359
27;26;100,03;-74,2499999999999;;;TUBE.360
29;26;128,61;-74,2499999999999;;;TUBE.361
31;26;157,19;-74,2499999999999;;;TUBE.362
33;26;185,77;-74,2499999999999;;;TUBE.363
35;26;214,35;-74,2499999999999;;;TUBE.364
37;26;242,93;-74,2499999999999;;;TUBE.365
39;26;271,510000000001;-74,2499999999999;;;TUBE.366
20;25;0;-82,5;;;TUBE.367
22;25;28,58;-82,5;;;TUBE.368
24;25;57,16;-82,5;;;TUBE.369
26;25;85,7399999999999;-82,5;;;TUBE.370
28;25;114,32;-82,5;;;TUBE.371
30;25;142,9;-82,5;;;TUBE.372
32;25;171,48;-82,5;;;TUBE.373
34;25;200,06;-82,5;;;TUBE.374
36;25;228,64;-82,5;;;TUBE.375
38;25;257,22;-82,5;;;TUBE.376
21;24;14,29;-90,75;;;TUBE.377
23;24;42,87;-90,75;;;TUBE.378
25;24;71,4499999999999;-90,75;;;TUBE.379
27;24;100,03;-90,75;;;TUBE.380
29;24;128,61;-90,75;;;TUBE.381
31;24;157,19;-90,75;;;TUBE.382
33;24;185,77;-90,75;;;TUBE.383
35;24;214,35;-90,75;;;TUBE.384
37;24;242,93;-90,75;;;TUBE.385
20;23;0;-99;;;TUBE.386
22;23;28,58;-99;;;TUBE.387
24;23;57,16;-99;;;TUBE.388
26;23;85,7399999999999;-99;;;TUBE.389
28;23;114,32;-99;;;TUBE.390
30;23;142,9;-99;;;TUBE.391
32;23;171,48;-99;;;TUBE.392
34;23;200,06;-99;;;TUBE.393
36;23;228,64;-99;;;TUBE.394
38;23;257,22;-99;;;TUBE.395
21;22;14,29;-107,25;;;TUBE.396
23;22;42,87;-107,25;;;TUBE.397
25;22;71,4499999999999;-107,25;;;TUBE.398
27;22;100,03;-107,25;;;TUBE.399
29;22;128,61;-107,25;;;TUBE.400
31;22;157,19;-107,25;;;TUBE.401
33;22;185,77;-107,25;;;TUBE.402
35;22;214,35;-107,25;;;TUBE.403
37;22;242,93;-107,25;;;TUBE.404
20;21;0;-115,5;;;TUBE.405
22;21;28,58;-115,5;;;TUBE.406
24;21;57,16;-115,5;;;TUBE.407
26;21;85,7399999999999;-115,5;;;TUBE.408
28;21;114,32;-115,5;;;TUBE.409
30;21;142,9;-115,5;;;TUBE.410
32;21;171,48;-115,5;;;TUBE.411
34;21;200,06;-115,5;;;TUBE.412
36;21;228,64;-115,5;;;TUBE.413
21;20;14,29;-123,75;;;TUBE.414
23;20;42,87;-123,75;;;TUBE.415
25;20;71,4499999999999;-123,75;;;TUBE.416
27;20;100,03;-123,75;;;TUBE.417
29;20;128,61;-123,75;;;TUBE.418
31;20;157,19;-123,75;;;TUBE.419
33;20;185,77;-123,75;;;TUBE.420
35;20;214,35;-123,75;;;TUBE.421
37;20;242,93;-123,75;;;TUBE.422
20;19;0;-132;;;TUBE.423
22;19;28,58;-132;;;TUBE.424
24;19;57,16;-132;;;TUBE.425
26;19;85,7399999999999;-132;;;TUBE.426
28;19;114,32;-132;;;TUBE.427
30;19;142,9;-132;;;TUBE.428
32;19;171,48;-132;;;TUBE.429
34;19;200,06;-132;;;TUBE.430
36;19;228,64;-132;;;TUBE.431
21;18;14,29;-140,25;;;TUBE.432
23;18;42,87;-140,25;;;TUBE.433
25;18;71,4499999999999;-140,25;;;TUBE.434
27;18;100,03;-140,25;;;TUBE.435
29;18;128,61;-140,25;;;TUBE.436
31;18;157,19;-140,25;;;TUBE.437
33;18;185,77;-140,25;;;TUBE.438
35;18;214,35;-140,25;;;TUBE.439
37;18;242,93;-140,25;;;TUBE.440
20;17;0;-148,5;;;TUBE.441
22;17;28,58;-148,5;;;TUBE.442
24;17;57,16;-148,5;;;TUBE.443
26;17;85,7399999999999;-148,5;;;TUBE.444
28;17;114,32;-148,5;;;TUBE.445
30;17;142,9;-148,5;;;TUBE.446
32;17;171,48;-148,5;;;TUBE.447
34;17;200,06;-148,5;;;TUBE.448
36;17;228,64;-148,5;;;TUBE.449
21;16;14,29;-156,75;;;TUBE.450
23;16;42,87;-156,75;;;TUBE.451
25;16;71,4499999999999;-156,75;;;TUBE.452
27;16;100,03;-156,75;;;TUBE.453
29;16;128,61;-156,75;;;TUBE.454
31;16;157,19;-156,75;;;TUBE.455
33;16;185,77;-156,75;;;TUBE.456
35;16;214,35;-156,75;;;TUBE.457
20;15;0;-165;;;TUBE.458
22;15;28,58;-165;;;TUBE.459
24;15;57,16;-165;;;TUBE.460
26;15;85,7399999999999;-165;;;TUBE.461
28;15;114,32;-165;;;TUBE.462
30;15;142,9;-165;;;TUBE.463
32;15;171,48;-165;;;TUBE.464
34;15;200,06;-165;;;TUBE.465
21;14;14,29;-173,25;;;TUBE.466
23;14;42,87;-173,25;;;TUBE.467
25;14;71,4499999999999;-173,25;;;TUBE.468
27;14;100,03;-173,25;;;TUBE.469
29;14;128,61;-173,25;;;TUBE.470
31;14;157,19;-173,25;;;TUBE.471
33;14;185,77;-173,25;;;TUBE.472
35;14;214,35;-173,25;;;TUBE.473
20;13;0;-181,5;;;TUBE.474
22;13;28,58;-181,5;;;TUBE.475
24;13;57,16;-181,5;;;TUBE.476
26;13;85,7399999999999;-181,5;;;TUBE.477
28;13;114,32;-181,5;;;TUBE.478
30;13;142,9;-181,5;;;TUBE.479
32;13;171,48;-181,5;;;TUBE.480
34;13;200,06;-181,5;;;TUBE.481
21;12;14,29;-189,75;;;TUBE.482
23;12;42,87;-189,75;;;TUBE.483
25;12;71,4499999999999;-189,75;;;TUBE.484
27;12;100,03;-189,75;;;TUBE.485
29;12;128,61;-189,75;;;TUBE.486
31;12;157,19;-189,75;;;TUBE.487
33;12;185,77;-189,75;;;TUBE.488
20;11;0;-198;;;TUBE.489
22;11;28,58;-198;;;TUBE.490
24;11;57,16;-198;;;TUBE.491
26;11;85,7399999999999;-198;;;TUBE.492
28;11;114,32;-198;;;TUBE.493
30;11;142,9;-198;;;TUBE.494
32;11;171,48;-198;;;TUBE.495
21;10;14,29;-206,25;;;TUBE.496
23;10;42,87;-206,25;;;TUBE.497
25;10;71,4499999999999;-206,25;;;TUBE.498
27;10;100,03;-206,25;;;TUBE.499
29;10;128,61;-206,25;;;TUBE.500
31;10;157,19;-206,25;;;TUBE.501
33;10;185,77;-206,25;;;TUBE.502
20;9;0;-214,5;;;TUBE.503
22;9;28,58;-214,5;;;TUBE.504
24;9;57,16;-214,5;;;TUBE.505
26;9;85,7399999999999;-214,5;;;TUBE.506
28;9;114,32;-214,5;;;TUBE.507
30;9;142,9;-214,5;;;TUBE.508
32;9;171,48;-214,5;;;TUBE.509
21;8;14,29;-222,75;;;TUBE.510
23;8;42,87;-222,75;;;TUBE.511
25;8;71,4499999999999;-222,75;;;TUBE.512
27;8;100,03;-222,75;;;TUBE.513
29;8;128,61;-222,75;;;TUBE.514
31;8;157,19;-222,75;;;TUBE.515
20;7;0;-231;;;TUBE.516
22;7;28,58;-231;;;TUBE.517
24;7;57,16;-231;;;TUBE.518
26;7;85,7399999999999;-231;;;TUBE.519
28;7;114,32;-231;;;TUBE.520
30;7;142,9;-231;;;TUBE.521
21;6;14,29;-239,25;;;TUBE.522
23;6;42,87;-239,25;;;TUBE.523
25;6;71,4499999999999;-239,25;;;TUBE.524
27;6;100,03;-239,25;;;TUBE.525
29;6;128,61;-239,25;;;TUBE.526
20;5;0;-247,5;;;TUBE.527
22;5;28,58;-247,5;;;TUBE.528
24;5;57,16;-247,5;;;TUBE.529
26;5;85,7399999999999;-247,5;;;TUBE.530
28;5;114,32;-247,5;;;TUBE.531
21;4;14,29;-255,750000000001;;;TUBE.532
23;4;42,87;-255,750000000001;;;TUBE.533
25;4;71,4499999999999;-255,750000000001;;;TUBE.534
27;4;100,03;-255,750000000001;;;TUBE.535
20;3;0;-264,000000000001;;;TUBE.536
22;3;28,58;-264,000000000001;;;TUBE.537
24;3;57,16;-264,000000000001;;;TUBE.538
26;3;85,7399999999999;-264,000000000001;;;TUBE.539
21;2;14,29;-272,250000000001;;;TUBE.540
23;2;42,87;-272,250000000001;;;TUBE.541
20;1;0;-280,500000000001;;;TUBE.542
19;34;-14,29;-8,25;;;TUBE.543
17;34;-42,87;-8,25;;;TUBE.544
15;34;-71,4499999999999;-8,25;;;TUBE.545
13;34;-100,03;-8,25;;;TUBE.546
11;34;-128,61;-8,25;;;TUBE.547
9;34;-157,19;-8,25;;;TUBE.548
7;34;-185,77;-8,25;;;TUBE.549
5;34;-214,35;-8,25;;;TUBE.550
3;34;-242,93;-8,25;;;TUBE.551
1;34;-271,510000000001;-8,25;;;TUBE.552
18;33;-28,58;-16,5;;;TUBE.553
16;33;-57,16;-16,5;;;TUBE.554
14;33;-85,7399999999999;-16,5;;;TUBE.555
12;33;-114,32;-16,5;;;TUBE.556
10;33;-142,9;-16,5;;;TUBE.557
8;33;-171,48;-16,5;;;TUBE.558
6;33;-200,06;-16,5;;;TUBE.559
4;33;-228,64;-16,5;;;TUBE.560
2;33;-257,22;-16,5;;;TUBE.561
19;32;-14,29;-24,75;;;TUBE.562
17;32;-42,87;-24,75;;;TUBE.563
15;32;-71,4499999999999;-24,75;;;TUBE.564
13;32;-100,03;-24,75;;;TUBE.565
11;32;-128,61;-24,75;;;TUBE.566
9;32;-157,19;-24,75;;;TUBE.567
7;32;-185,77;-24,75;;;TUBE.568
5;32;-214,35;-24,75;;;TUBE.569
3;32;-242,93;-24,75;;;TUBE.570
1;32;-271,510000000001;-24,75;;;TUBE.571
18;31;-28,58;-33,0000000000001;;;TUBE.572
16;31;-57,16;-33,0000000000001;;;TUBE.573
14;31;-85,7399999999999;-33,0000000000001;;;TUBE.574
12;31;-114,32;-33,0000000000001;;;TUBE.575
10;31;-142,9;-33,0000000000001;;;TUBE.576
8;31;-171,48;-33,0000000000001;;;TUBE.577
6;31;-200,06;-33,0000000000001;;;TUBE.578
4;31;-228,64;-33,0000000000001;;;TUBE.579
2;31;-257,22;-33,0000000000001;;;TUBE.580
19;30;-14,29;-41,2500000000001;;;TUBE.581
17;30;-42,87;-41,2500000000001;;;TUBE.582
15;30;-71,4499999999999;-41,2500000000001;;;TUBE.583
13;30;-100,03;-41,2500000000001;;;TUBE.584
11;30;-128,61;-41,2500000000001;;;TUBE.585
9;30;-157,19;-41,2500000000001;;;TUBE.586
7;30;-185,77;-41,2500000000001;;;TUBE.587
5;30;-214,35;-41,2500000000001;;;TUBE.588
3;30;-242,93;-41,2500000000001;;;TUBE.589
1;30;-271,510000000001;-41,2500000000001;;;TUBE.590
18;29;-28,58;-49,5000000000001;;;TUBE.591
16;29;-57,16;-49,5000000000001;;;TUBE.592
14;29;-85,7399999999999;-49,5000000000001;;;TUBE.593
12;29;-114,32;-49,5000000000001;;;TUBE.594
10;29;-142,9;-49,5000000000001;;;TUBE.595
8;29;-171,48;-49,5000000000001;;;TUBE.596
6;29;-200,06;-49,5000000000001;;;TUBE.597
4;29;-228,64;-49,5000000000001;;;TUBE.598
2;29;-257,22;-49,5000000000001;;;TUBE.599
19;28;-14,29;-57,7499999999999;;;TUBE.600
17;28;-42,87;-57,7499999999999;;;TUBE.601
15;28;-71,4499999999999;-57,7499999999999;;;TUBE.602
13;28;-100,03;-57,7499999999999;;;TUBE.603
11;28;-128,61;-57,7499999999999;;;TUBE.604
9;28;-157,19;-57,7499999999999;;;TUBE.605
7;28;-185,77;-57,7499999999999;;;TUBE.606
