x_label;y_label;cl_x;cl_y;hl_x;hl_y;tube_id
20;35;0;0;;;TUBE.1
22;35;1,1251968503937;0;;;TUBE.2
24;35;2,2503937007874;0;;;TUBE.3
26;35;3,3755905511811;0;;;TUBE.4
28;35;4,5007874015748;0;;;TUBE.5
30;35;5,6259842519685;0;;;TUBE.6
32;35;6,75118110236221;0;;;TUBE.7
34;35;7,87637795275591;0;;;TUBE.8
36;35;9,00157480314961;0;;;TUBE.9
38;35;10,1267716535433;0;;;TUBE.10
21;36;0,56259842519685;0,324803149606299;;;TUBE.11
23;36;1,68779527559055;0,324803149606299;;;TUBE.12
25;36;2,81299212598425;0,324803149606299;;;TUBE.13
27;36;3,93818897637795;0,324803149606299;;;TUBE.14
29;36;5,06338582677165;0,324803149606299;;;TUBE.15
31;36;6,18858267716535;0,324803149606299;;;TUBE.16
33;36;7,31377952755906;0,324803149606299;;;TUBE.17
35;36;8,43897637795276;0,324803149606299;;;TUBE.18
37;36;9,56417322834646;0,324803149606299;;;TUBE.19
39;36;10,6893700787402;0,324803149606299;;;TUBE.20
20;37;0;0,649606299212598;;;TUBE.21
22;37;1,1251968503937;0,649606299212598;;;TUBE.22
24;37;2,2503937007874;0,649606299212598;;;TUBE.23
26;37;3,3755905511811;0,649606299212598;;;TUBE.24
28;37;4,5007874015748;0,649606299212598;;;TUBE.25
30;37;5,6259842519685;0,649606299212598;;;TUBE.26
32;37;6,75118110236221;0,649606299212598;;;TUBE.27
34;37;7,87637795275591;0,649606299212598;;;TUBE.28
36;37;9,00157480314961;0,649606299212598;;;TUBE.29
38;37;10,1267716535433;0,649606299212598;;;TUBE.30
21;38;0,56259842519685;0,974409448818898;;;TUBE.31
23;38;1,68779527559055;0,974409448818898;;;TUBE.32
25;38;2,81299212598425;0,974409448818898;;;TUBE.33
27;38;3,93818897637795;0,974409448818898;;;TUBE.34
29;38;5,06338582677165;0,974409448818898;;;TUBE.35
31;38;6,18858267716535;0,974409448818898;;;TUBE.36
33;38;7,31377952755906;0,974409448818898;;;TUBE.37
35;38;8,43897637795276;0,974409448818898;;;TUBE.38
37;38;9,56417322834646;0,974409448818898;;;TUBE.39
39;38;10,6893700787402;0,974409448818898;;;TUBE.40
20;39;0;1,2992125984252;;;TUBE.41
22;39;1,1251968503937;1,2992125984252;;;TUBE.42
24;39;2,2503937007874;1,2992125984252;;;TUBE.43
26;39;3,3755905511811;1,2992125984252;;;TUBE.44
28;39;4,5007874015748;1,2992125984252;;;TUBE.45
30;39;5,6259842519685;1,2992125984252;;;TUBE.46
32;39;6,75118110236221;1,2992125984252;;;TUBE.47
34;39;7,87637795275591;1,2992125984252;;;TUBE.48
36;39;9,00157480314961;1,2992125984252;;;TUBE.49
38;39;10,1267716535433;1,2992125984252;;;TUBE.50
21;40;0,56259842519685;1,6240157480315;;;TUBE.51
23;40;1,68779527559055;1,6240157480315;;;TUBE.52
25;40;2,81299212598425;1,6240157480315;;;TUBE.53
27;40;3,93818897637795;1,6240157480315;;;TUBE.54
29;40;5,06338582677165;1,6240157480315;;;TUBE.55
31;40;6,18858267716535;1,6240157480315;;;TUBE.56
33;40;7,31377952755906;1,6240157480315;;;TUBE.57
35;40;8,43897637795276;1,6240157480315;;;TUBE.58
37;40;9,56417322834646;1,6240157480315;;;TUBE.59
